ALE,1.854769
ALF,0.772036
ALG,-0.902299
ALH,-4.560146
ALI,1.691758
ALJ,0.262820
ALK,1.289499
ALL,3.747697
ALM,1.027103
ALN,-3.119784
ALO,1.386437
ALP,-1.396078
ALQ,-5.371076
ALR,0.246604
ALS,1.477194
ALT,1.254979
ALU,-0.067771
ALV,-1.760158
ALW,1.040332
ALY,-0.736347
ALZ,-4.965611
AM ,2.026179
AM',-1.212193
AMA,0.061554
AMB,0.524015
AMC,-5.371076
AMD,-3.812932
AME,2.780257
AMF,-4.049320
AMH,-5.147933
AMI,1.192074
AMJ,-6.064223
AML,-2.257561
AMM,-0.343912
AMN,-1.639377
AMO,1.013697
AMP,0.959090
AMR,-4.272464
AMS,-0.427650
AMT,-3.260863
AMU,-0.949228
AMW,-5.371076
AMY,-1.978247
AN ,3.924845
AN',0.692709
ANA,0.415054
ANB,-4.118313
ANC,2.660715
AND,5.024818
ANE,0.937022
ANF,-3.323383
ANG,2.325591
ANH,-2.224771
ANI,1.483015
ANJ,-4.049320
ANK,1.233883
ANL,-1.558873
ANM,-4.965611
ANN,1.573493
ANO,1.281142
ANP,-6.064223
ANQ,-1.056927
ANR,-5.371076
ANS,2.674031
ANT,2.837756
ANU,-0.905168
ANV,-1.707515
ANW,-1.449103
ANX,-0.643688
ANY,2.490651
ANZ,-0.370491
AO ,-4.454785
AOC,-6.757371
AOG,-6.757371
AOH,-5.371076
AOL,-3.068491
AON,-2.480704
AOR,-1.297785
AOS,-3.019701
AOT,-4.811460
AOU,-3.812932
AOW,-4.965611
AP ,0.497514
AP',-2.907223
APA,0.336034
APB,-4.811460
APC,-5.147933
APD,-3.231010
APE,1.256965
APF,-5.658758
APG,-6.757371
APH,-0.645903
API,0.063737
APJ,-4.811460
APK,-3.390075
APL,-1.494680
APM,-5.371076
APN,-5.371076
APO,-0.134634
APP,2.358439
APR,-1.314953
APS,0.691546
APT,1.174633
APU,-2.387923
APW,-4.560146
APY,-4.811460
AQ ,-6.064223
AQU,-2.152200
AR ,2.842712
AR',-1.216107
ARA,1.341880
ARB,0.139324
ARC,1.157612
ARD,2.876209
ARE,3.236003
ARF,-0.811950
ARG,1.285972
ARH,-5.371076
ARI,2.110902
ARJ,-5.658758
ARK,1.583801
ARL,1.275964
ARM,1.791515
ARN,1.245324
ARO,0.851004
ARP,0.212420
ARQ,-1.192850
ARR,2.194329
ARS,2.063329
ART,2.756919
ARU,-2.768386
ARV,-0.478849
ARW,-2.907223
ARX,-6.064223
ARY,1.475335
ARZ,-5.658758
AS ,4.423350
AS',-2.182660
ASA,-0.318020
ASB,-4.272464
ASC,-0.048066
ASD,-3.093809
ASE,1.702405
ASF,-4.118313
ASG,-5.371076
ASH,1.038276
ASI,1.114703
ASJ,-5.147933
ASK,1.439893
ASL,-0.854737
ASM,-1.220036
ASN,-1.260202
ASO,0.725311
ASP,0.095929
ASQ,-2.375344
ASR,-5.658758
ASS,2.420550
AST,2.799675
ASU,0.706566
ASV,-3.538495
ASW,-5.371076
ASY,0.070259
ASZ,-6.757371
AT ,4.644322
AT',0.497514
ATA,-0.216341
ATB,-3.984782
ATC,1.047289
ATD,-2.142250
ATE,3.219228
ATF,-2.714319
ATG,-4.677929
ATH,2.659577
ATI,2.964415
ATJ,-6.757371
ATK,-4.272464
ATL,-0.998469
ATM,-1.621572
ATN,-2.235582
ATO,0.525391
ATP,-4.965611
ATQ,-6.757371
ATR,0.147380
ATS,0.321814
ATT,2.096295
ATU,1.542661
ATV,-6.757371
ATW,-5.147933
ATY,-2.439882
ATZ,-6.064223
AU ,-0.326039
AU',-4.454785
AUB,-1.494680
AUC,0.009973
AUD,0.040570
AUE,-6.064223
AUF,-2.907223
AUG,1.431041
AUJ,-6.064223
AUK,-4.454785
AUL,-0.048066
AUM,-2.426637
AUN,0.006514
AUP,-2.508875
AUQ,-6.757371
AUR,-1.707515
AUS,1.604571
AUT,1.046065
AUV,-2.246511
AUX,-1.780637
AUZ,-4.118313
AV ,-6.064223
AV',-1.553364
AVA,0.260136
AVB,-6.757371
AVE,3.472178
AVI,1.507250
AVO,0.679836
AVR,-0.632687
AVU,-5.658758
AVV,-3.924157
AVY,-0.365453
AW ,1.581174
AW',-2.825545
AWA,1.455469
AWB,-2.582983
AWC,-5.658758
AWD,-2.523264
AWE,-1.001628
AWF,-0.952236
AWG,-4.560146
AWH,-2.291462
AWI,-0.623972
AWK,-1.713945
AWL,-0.825125
AWM,-5.658758
AWN,-0.012134
AWO,-2.103410
AWP,-5.658758
AWR,-3.390075
AWS,-0.353796
AWT,-3.984782
AWU,-6.757371
AWW,-6.064223
AWY,-1.192850
AX ,-1.400784
AX',-5.147933
AXA,-3.984782
AXB,-6.757371
AXE,-1.136970
AXI,-0.736347
AXL,-3.812932
AXM,-6.757371
AXO,-3.866999
AXP,-6.757371
AXS,-6.757371
AXT,-6.757371
AXW,-4.560146
AXY,-4.811460
AY ,3.368660
AY',-1.479256
AYA,-1.978247
AYB,-1.345724
AYC,-6.064223
AYD,-0.016851
AYE,0.480408
AYF,-2.523264
AYG,-5.658758
AYH,-3.712848
AYI,0.572379
AYJ,-5.658758
AYL,-1.319291
AYM,-2.122642
AYN,-3.666328
AYO,-1.227941
AYP,-6.064223
AYR,-6.064223
AYS,1.862199
AYT,-2.494691
AYU,-6.757371
AYW,-3.761638
AZ ,-4.560146
AZ',-3.761638
AZA,-1.995197
AZB,-6.064223
AZE,0.231043
AZH,-6.757371
AZI,-0.919640
AZL,-6.757371
AZO,-2.646497
AZQ,-6.757371
AZR,-6.757371
AZT,-5.371076
AZU,-2.750037
AZY,-2.056890
AZZ,-1.341270
B A,-0.611041
B B,-2.038872
B C,-1.937089
B D,-2.112980
B E,-3.119784
B F,-2.257561
B G,-3.291635
B H,-1.415036
B I,-1.310633
B J,-3.924157
B K,-4.560146
B L,-2.552678
B M,-2.103410
B N,-2.646497
B O,-1.341270
B P,-2.825545
B Q,-5.371076
B R,-2.787079
B S,-1.400784
B T,-0.822476
B U,-2.950708
B V,-4.454785
B W,-1.212193
B X,-6.757371
B Y,-3.068491
B Z,-6.757371
B'B,-6.757371
B'D,-2.825545
B'F,-4.965611
B'L,-4.118313
B'R,-4.192421
B'S,-1.815728
BA ,-2.235582
BA',-6.757371
BAA,-4.677929
BAB,0.336864
BAC,1.487751
BAD,0.188643
BAF,-2.973181
BAG,-0.949228
BAH,-2.203494
BAI,-2.093931
BAJ,-6.064223
