t,x,y,vx,vy
4.35,111.994011657,58.9442333907,15.0971215174,-11.1139352837
4.36,112.144742326,58.8322443985,15.0730668664,-11.1988992197
4.37,112.295233214,58.7194077677,15.0490888081,-11.2836630772
4.38,112.445485084,58.6057255096,15.0251869772,-11.3682258093
4.39,112.595498694,58.4911996458,15.0013610106,-11.4525863817
4.4,112.745274799,58.3758322081,14.9776105474,-11.536743774
4.41,112.894814152,58.2596252383,14.9539352291,-11.6206969787
4.42,113.044117499,58.1425807883,14.9303346994,-11.7044450017
4.43,113.193185585,58.0247009196,14.9068086045,-11.7879868623
4.44,113.34201915,57.9059877037,14.8833565923,-11.8713215929
4.45,113.490618934,57.7864432213,14.8599783135,-11.9544482394
4.46,113.638985668,57.6660695627,14.8366734207,-12.0373658611
4.47,113.787120084,57.5448688274,14.8134415686,-12.1200735304
4.48,113.935022908,57.4228431241,14.7902824143,-12.2025703333
4.49,114.082694864,57.2999945704,14.7671956169,-12.284855369
4.5,114.230136672,57.1763252929,14.7441808376,-12.3669277502
4.51,114.37734905,57.0518374268,14.7212377397,-12.4487866027
4.52,114.524332709,56.9265331162,14.6983659889,-12.5304310658
4.53,114.671088362,56.8004145133,14.6755652525,-12.6118602923
4.54,114.817616714,56.6734837788,14.6528352002,-12.693073448
4.55,114.963918469,56.5457430817,14.6301755037,-12.7740697123
4.56,115.109994327,56.4171945989,14.6075858366,-12.8548482779
4.57,115.255844986,56.2878405154,14.5850658746,-12.9354083506
4.58,115.401471139,56.1576830239,14.5626152954,-13.0157491498
4.59,115.546873477,56.0267243248,14.5402337788,-13.0958699079
4.6,115.692052687,55.8949666261,14.5179210063,-13.1757698709
4.61,115.837009454,55.7624121431,14.4956766615,-13.2554482978
4.62,115.981744458,55.6290630985,14.4735004301,-13.3349044608
4.63,116.126258378,55.494921722,14.4513919994,-13.4141376457
4.64,116.270551888,55.3599902505,14.4293510589,-13.4931471511
4.65,116.414625661,55.2242709276,14.4073772999,-13.571932289
4.66,116.558480366,55.0877660038,14.3854704154,-13.6504923845
4.67,116.702116667,54.950477736,14.3636301005,-13.7288267758
4.68,116.845535227,54.8124083879,14.3418560521,-13.8069348143
4.69,116.988736707,54.6735602293,14.3201479689,-13.8848158645
4.7,117.131721762,54.5339355362,14.2985055514,-13.9624693038
4.71,117.274491047,54.393536591,14.276928502,-14.0398945227
4.72,117.417045213,54.2523656817,14.2554165249,-14.1170909249
4.73,117.559384906,54.1104251025,14.2339693258,-14.1940579268
4.74,117.701510772,53.9677171529,14.2125866127,-14.2707949578
4.75,117.843423453,53.8242441383,14.1912680948,-14.3473014603
4.76,117.985123588,53.6800083694,14.1700134835,-14.4235768894
4.77,118.126611813,53.5350121623,14.1488224915,-14.4996207133
4.78,118.267888761,53.3892578381,14.1276948337,-14.5754324125
4.79,118.408955063,53.2427477233,14.1066302263,-14.6510114809
4.8,118.549811347,53.0954841491,14.0856283873,-14.7263574245
4.81,118.690458238,52.9474694515,14.0646890365,-14.8014697624
4.82,118.830896356,52.7987059712,14.0438118954,-14.8763480261
4.83,118.971126323,52.6491960536,14.0229966868,-14.9509917598
4.84,119.111148755,52.4989420484,14.0022431355,-15.0254005201
4.85,119.250964264,52.3479463096,13.9815509679,-15.0995738762
4.86,119.390573464,52.1962111955,13.9609199118,-15.1735114098
4.87,119.52997696,52.0437390684,13.9403496969,-15.2472127147
4.88,119.669175361,51.8905322944,13.9198400541,-15.3206773975
4.89,119.808169268,51.7365932436,13.8993907163,-15.3939050767
4.9,119.946959282,51.5819242898,13.8790014177,-15.4668953833
4.91,120.085546001,51.4265278102,13.8586718942,-15.5396479604
4.92,120.22393002,51.2704061856,13.8384018832,-15.6121624632
4.93,120.362111931,51.1135618,13.8181911236,-15.684438559
4.94,120.500092325,50.9559970407,13.7980393558,-15.7564759273
4.95,120.637871788,50.7977142981,13.7779463219,-15.8282742593
4.96,120.775450906,50.6387159655,13.7579117652,-15.8998332583
4.97,120.91283026,50.4790044391,13.7379354309,-15.9711526394
4.98,121.050010431,50.3185821179,13.7180170652,-16.0422321296
4.99,121.186991995,50.1574514032,13.6981564162,-16.1130714676
5.0,121.323775527,49.9956146991,13.6783532332,-16.1836704037
5.01,121.4603616,49.8330744121,13.658607267,-16.2540286998
5.02,121.596750783,49.6698329508,13.6389182699,-16.3241461297
5.03,121.732943643,49.5058927261,13.6192859957,-16.3940224783
5.04,121.868940745,49.3412561506,13.5997101993,-16.463657542
5.05,122.004742651,49.1759256394,13.5801906373,-16.5330511289
5.06,122.140349922,49.0099036088,13.5607270678,-16.602203058
5.07,122.275763114,48.8431924772,13.5413192498,-16.6711131598
5.08,122.410982784,48.6757946644,13.5219669442,-16.7397812758
5.09,122.546009483,48.5077125918,13.502669913,-16.8082072589
5.1,122.680843762,48.3389486821,13.4834279196,-16.8763909727
5.11,122.815486169,48.1695053592,13.4642407288,-16.944332292
5.12,122.94993725,47.9993850482,13.4451081067,-17.0120311024
5.13,123.084197548,47.8285901752,13.4260298206,-17.0794873005
5.14,123.218267605,47.6571231672,13.4070056394,-17.1467007934
5.15,123.352147958,47.4849864522,13.3880353331,-17.2136714991
5.16,123.485839145,47.3121824588,13.3691186731,-17.2803993462
5.17,123.619341699,47.138713616,13.350255432,-17.3468842739
5.18,123.752656153,46.9645823537,13.3314453837,-17.4131262317
5.19,123.885783036,46.7897911019,13.3126883036,-17.4791251796
5.2,124.018722876,46.614342291,13.2939839679,-17.5448810882
5.21,124.151476197,46.4382383517,13.2753321546,-17.6103939379
5.22,124.284043524,46.2614817145,13.2567326425,-17.6756637197
5.23,124.416425376,46.0840748101,13.238185212,-17.7406904344
5.24,124.548622272,45.9060200692,13.2196896443,-17.8054740931
5.25,124.68063473,45.727319922,13.2012457223,-17.8700147166
5.26,124.812463262,45.5479767987,13.1828532297,-17.934312336
5.27,124.944108381,45.3679931287,13.1645119517,-17.9983669918
5.28,125.075570598,45.1873713414,13.1462216746,-18.0621787344
5.29,125.20685042,45.0061138652,13.1279821859,-18.1257476239
5.3,125.337948353,44.8242231279,13.1097932741,-18.1890737299
5.31,125.4688649,44.6417015565,13.0916547291,-18.2521571317
5.32,125.599600563,44.4585515774,13.073566342,-18.3149979178
5.33,125.730155842,44.2747756155,13.0555279047,-18.3775961861
5.34,125.860531235,44.0903760951,13.0375392108,-18.4399520438
5.35,125.990727235,43.905355439,13.0196000544,-18.5020656075
5.36,126.120744337,43.719716069,13.0017102313,-18.5639370025
5.37,126.250583033,43.5334604053,12.9838695382,-18.6255663635
5.38,126.380243811,43.346590867,12.9660777727,-18.6869538341
5.39,126.509727158,43.1591098713,12.9483347338,-18.7480995665
5.4,126.63903356,42.9710198341,12.9306402216,-18.8090037221
5.41,126.7681635,42.7823231694,12.9129940371,-18.8696664707
5.42,126.89711746,42.5930222895,12.8953959825,-18.9300879909
5.43,127.025895919,42.4031196048,12.8778458612,-18.9902684699
5.44,127.154499354,42.2126175238,12.8603434773,-19.0502081032
5.45,127.28292824,42.0215184528,12.8428886364,-19.1099070949
5.46,127.411183051,41.8298247962,12.8254811449,-19.1693656572
5.47,127.53926426,41.6375389561,12.8081208102,-19.2285840108
5.48,127.667172334,41.4446633323,12.7908074411,-19.2875623844
5.49,127.794907742,41.2512003221,12.7735408469,-19.3463010147
5.5,127.922470951,41.0571523207,12.7563208384,-19.4048001465
5.51,128.049862423,40.8625217203,12.7391472272,-19.4630600326
5.52,128.177082621,40.667310911,12.722019826,-19.5210809335
5.53,128.304132006,40.4715222798,12.7049384483,-19.5788631175
5.54,128.431011035,40.2751582112,12.6879029089,-19.6364068605
5.55,128.557720165,40.0782210868,12.6709130234,-19.6937124461
5.56,128.684259851,39.8807132851,12.6539686084,-19.7507801654
5.57,128.810630546,39.6826371819,12.6370694816,-19.8076103169
5.58,128.936832701,39.4839951499,12.6202154616,-19.8642032063
5.59,129.062866764,39.2847895584,12.6034063679,-19.9205591469
5.6,129.188733185,39.0850227738,12.586642021,-19.9766784589
5.61,129.314432407,38.8846971591,12.5699222425,-20.0325614696
5.62,129.439964876,38.683815074,12.5532468547,-20.0882085136
5.63,129.565331032,38.4823788747,12.5366156811,-20.1436199322
5.64,129.690531318,38.2803909139,12.5200285459,-20.1987960736
5.65,129.815566171,38.077853541,12.5034852744,-20.2537372929
5.66,129.940436027,37.8747691015,12.4869856928,-20.3084439517
5.67,130.065141324,37.6711399373,12.470529628,-20.3629164184
5.68,130.189682493,37.4669683866,12.4541169082,-20.4171550678
5.69,130.314059966,37.2622567838,12.4377473622,-20.4711602814
5.7,130.438274175,37.0570074593,12.4214208198,-20.5249324469
5.71,130.562325546,36.8512227398,12.4051371116,-20.5784719582
5.72,130.686214506,36.6449049476,12.3888960693,-20.6317792156
5.73,130.809941482,36.4380564013,12.3726975254,-20.6848546256
5.74,130.933506895,36.2306794153,12.3565413131,-20.7376986006
5.75,131.056911168,36.0227762998,12.3404272667,-20.790311559
5.76,131.18015472,35.8143493605,12.3243552212,-20.8426939252
5.77,131.30323797,35.6054008992,12.3083250126,-20.8948461294
5.78,131.426161335,35.3959332131,12.2923364777,-20.9467686076
5.79,131.548925229,35.1859485951,12.276389454,-20.9984618013
5.8,131.671530067,34.9754493335,12.2604837802,-21.0499261577
5.81,131.79397626,34.7644377122,12.2446192953,-21.1011621297
5.82,131.916264218,34.5529160105,12.2287958397,-21.1521701753
5.83,132.038394351,34.3408865029,12.2130132543,-21.2029507581
5.84,132.160367065,34.1283514594,12.1972713809,-21.2535043468
5.85,132.282182765,33.9153131453,12.1815700621,-21.3038314157
5.86,132.403841857,33.7017738208,12.1659091413,-21.3539324437
5.87,132.525344741,33.4877357417,12.1502884627,-21.4038079151
5.88,132.64669182,33.2732011585,12.1347078714,-21.4534583192
5.89,132.767883492,33.058172317,12.1191672131,-21.5028841501
5.9,132.888920156,32.8426514579,12.1036663345,-21.5520859067
5.91,133.009802206,32.626640817,12.088205083,-21.6010640926
5.92,133.130530039,32.4101426248,12.0727833068,-21.6498192164
5.93,133.251104048,32.1931591069,12.0574008547,-21.698351791
5.94,133.371524624,31.9756924836,12.0420575765,-21.746662334
5.95,133.491792157,31.7577449699,12.0267533228,-21.7947513673
5.96,133.611907036,31.5393187757,12.0114879447,-21.8426194174
5.97,133.731869649,31.3204161056,11.9962612942,-21.890267015
5.98,133.851680382,31.1010391586,11.9810732241,-21.937694695
5.99,133.971339617,30.8811901287,11.9659235879,-21.9849029966
6.0,134.09084774,30.6608712041,11.9508122399,-22.031892463
6.01,134.21020513,30.4400845676,11.9357390349,-22.0786636415
6.02,134.329412169,30.2188323968,11.9207038287,-22.1252170833
6.03,134.448469233,29.9971168634,11.9057064777,-22.1715533435
6.04,134.567376702,29.7749401336,11.8907468391,-22.2176729811
6.05,134.686134949,29.552304368,11.8758247708,-22.2635765588
6.06,134.804744351,29.3292117215,11.8609401312,-22.309264643
6.07,134.923205279,29.1056643435,11.8460927799,-22.3547378035
6.08,135.041518104,28.8816643774,11.8312825766,-22.3999966141
6.09,135.159683198,28.6572139608,11.8165093822,-22.4450416517
6.1,135.277700929,28.4323152259,11.801773058,-22.4898734966
6.11,135.395571663,28.2069702986,11.7870734661,-22.5344927327
6.12,135.513295768,27.9811812991,11.7724104693,-22.5788999471
6.13,135.630873607,27.7549503418,11.7577839311,-22.6230957299
6.14,135.748305545,27.528279535,11.7431937155,-22.6670806745
6.15,135.865591941,27.3011709813,11.7286396874,-22.7108553775
6.16,135.982733159,27.0736267769,11.7141217122,-22.7544204382
6.17,136.099729555,26.8456490123,11.6996396562,-22.7977764592
6.18,136.216581489,26.6172397718,11.6851933861,-22.8409240458
6.19,136.333289317,26.3884011338,11.6707827694,-22.883863806
6.2,136.449853393,26.1591351703,11.6564076742,-22.9265963508
6.21,136.566274073,25.9294439473,11.6420679692,-22.9691222938
6.22,136.682551708,25.6993295248,11.627763524,-23.0114422511
6.23,136.79868665,25.4687939564,11.6134942084,-23.0535568417
6.24,136.914679249,25.2378392895,11.5992598934,-23.0954666867
6.25,137.030529854,25.0064675654,11.5850604501,-23.1371724099
6.26,137.146238811,24.7746808191,11.5708957505,-23.1786746375
6.27,137.261806468,24.5424810791,11.5567656673,-23.219973998
6.28,137.377233169,24.3098703679,11.5426700735,-23.261071122
6.29,137.492519257,24.0768507014,11.5286088432,-23.3019666425
6.3,137.607665076,23.8434240895,11.5145818506,-23.3426611945
6.31,137.722670965,23.6095925353,11.5005889708,-23.3831554154
6.32,137.837537266,23.3753580359,11.4866300796,-23.4234499442
6.33,137.952264317,23.1407225817,11.4727050531,-23.4635454222
6.34,138.066852454,22.9056881567,11.4588137683,-23.5034424925
6.35,138.181302015,22.6702567387,11.4449561026,-23.5431418
6.36,138.295613335,22.4344302988,11.431131934,-23.5826439916
6.37,138.409786746,22.1982108017,11.4173411412,-23.6219497158
6.38,138.523822582,21.9616002054,11.4035836034,-23.6610596227
6.39,138.637721174,21.7246004618,11.3898592004,-23.6999743644
6.4,138.751482852,21.4872135159,11.3761678127,-23.7386945942
6.41,138.865107946,21.2494413062,11.3625093211,-23.7772209671
6.42,138.978596782,21.0112857648,11.3488836073,-23.8155541396
6.43,139.091949687,20.7727488171,11.3352905532,-23.8536947697
6.44,139.205166988,20.5338323819,11.3217300417,-23.8916435165
6.45,139.318249007,20.2945383715,11.3082019559,-23.9294010408
6.46,139.431196069,20.0548686915,11.2947061796,-23.9669680044
6.47,139.544008495,19.8148252408,11.2812425971,-24.0043450704
6.48,139.656686606,19.5744099117,11.2678110934,-24.0415329031
6.49,139.769230721,19.3336245901,11.2544115539,-24.0785321679
6.5,139.88164116,19.0924711547,11.2410438646,-24.1153435313
6.51,139.993918239,18.8509514781,11.227707912,-24.1519676608
6.52,140.106062275,18.6090674259,11.2144035831,-24.1884052248
6.53,140.218073583,18.366820857,11.2011307656,-24.2246568929
6.54,140.329952476,18.1242136236,11.1878893477,-24.2607233352
6.55,140.441699268,17.8812475714,11.1746792179,-24.2966052229
6.56,140.553314271,17.6379245391,11.1615002655,-24.3323032279
6.57,140.664797795,17.3942463589,11.1483523802,-24.3678180229
6.58,140.776150149,17.1502148561,11.1352354522,-24.4031502812
6.59,140.887371643,16.9058318493,11.1221493723,-24.4383006769
6.6,140.998462583,16.6610991505,11.1090940317,-24.4732698845
6.61,141.109423277,16.4160185647,11.0960693223,-24.5080585793
6.62,141.220254028,16.1705918903,11.0830751362,-24.5426674368
6.63,141.330955142,15.924820919,11.0701113663,-24.5770971334
6.64,141.441526921,15.6787074355,11.0571779058,-24.6113483457
6.65,141.551969667,15.432253218,11.0442746487,-24.6454217505
6.66,141.662283682,15.1854600377,11.031401489,-24.6793180253
6.67,141.772469265,14.9383296593,11.0185583217,-24.7130378477
6.68,141.882526716,14.6908638403,11.0057450419,-24.7465818956
6.69,141.992456331,14.4430643318,10.9929615455,-24.7799508472
6.7,142.102258408,14.194932878,10.9802077286,-24.8131453809
6.71,142.211933243,13.9464712163,10.967483488,-24.846166175
6.72,142.32148113,13.6976810772,10.9547887209,-24.8790139083
6.73,142.430902364,13.4485641846,10.942123325,-24.9116892593
6.74,142.540197236,13.1991222555,10.9294871984,-24.9441929067
6.75,142.649366038,12.9493570002,10.9168802396,-24.9765255293
6.76,142.758409062,12.6992701222,10.9043023479,-25.0086878057
6.77,142.867326596,12.448863318,10.8917534228,-25.0406804144
6.78,142.976118929,12.1981382777,10.8792333642,-25.0725040338
6.79,143.08478635,11.9470966843,10.8667420727,-25.1041593424
6.8,143.193329145,11.6957402141,10.8542794491,-25.1356470181
6.81,143.301747599,11.4440705367,10.8418453949,-25.1669677388
6.82,143.410041997,11.1920893149,10.8294398119,-25.1981221822
6.83,143.518212623,10.9397982046,10.8170626024,-25.2291110256
6.84,143.626259759,10.6871988552,10.8047136691,-25.259934946
6.85,143.734183689,10.434292909,10.7923929152,-25.2905946199
6.86,143.841984691,10.1810820017,10.7801002442,-25.3210907238
6.87,143.949663047,9.9275677624,10.7678355604,-25.3514239334
6.88,144.057219034,9.67375181316,10.7555987681,-25.381594924
6.89,144.164652932,9.41963576946,10.7433897723,-25.4116043705
6.9,144.271965017,9.16522123998,10.7312084783,-25.4414529473
6.91,144.379155565,8.9105098267,10.719054792,-25.4711413282
6.92,144.486224851,8.65550312484,10.7069286196,-25.5006701864
6.93,144.59317315,8.40020272289,10.6948298676,-25.5300401945
6.94,144.700000734,8.14461020265,10.6827584432,-25.5592520244
6.95,144.806707877,7.88872713917,10.6707142538,-25.5883063475
6.96,144.913294849,7.63255510083,10.6586972073,-25.6172038344
6.97,145.019761921,7.37609564928,10.6467072121,-25.6459451549
6.98,145.126109363,7.1193503395,10.6347441769,-25.6745309781
6.99,145.232337443,6.86232071978,10.6228080108,-25.7029619724
7.0,145.338446429,6.60500833172,10.6108986234,-25.7312388053
7.01,145.444436588,6.34741471029,10.5990159246,-25.7593621434
7.02,145.550308186,6.08954138376,10.5871598247,-25.7873326526
7.03,145.656061489,5.83138987379,10.5753302346,-25.8151509978
7.04,145.761696759,5.57296169536,10.5635270653,-25.8428178429
7.05,145.867214262,5.31425835684,10.5517502285,-25.8703338512
7.06,145.972614258,5.05528136,10.539999636,-25.8976996845
7.07,146.07789701,4.79603219996,10.5282752003,-25.9249160042
7.08,146.183062778,4.53651236526,10.516576834,-25.9519834701
7.09,146.288111823,4.27672333784,10.5049044502,-25.9789027415
7.1,146.393044402,4.01666659308,10.4932579626,-26.0056744763
7.11,146.497860775,3.75634359976,10.4816372848,-26.0322993314
7.12,146.602561199,3.49575582014,10.4700423313,-26.0587779626
7.13,146.707145929,3.23490470989,10.4584730166,-26.0851110245
7.14,146.811615221,2.97379171819,10.4469292558,-26.1112991707
7.15,146.915969331,2.71241828765,10.4354109642,-26.1373430535
7.16,147.020208512,2.45078585441,10.4239180577,-26.163243324
7.17,147.124333016,2.18889584809,10.4124504524,-26.1890006322
7.18,147.228343097,1.92674969182,10.4010080648,-26.2146156268
7.19,147.332239005,1.66434880227,10.3895908118,-26.2400889551
7.2,147.436020991,1.40169458964,10.3781986106,-26.2654212634
7.21,147.539689305,1.13878845767,10.3668313789,-26.2906131965
7.22,147.643244195,0.875631803692,10.3554890345,-26.3156653979
7.23,147.74668591,0.612226018593,10.3441714959,-26.3405785099
7.24,147.850014697,0.348572486861,10.3328786817,-26.3653531732
7.25,147.953230802,0.0846725865865,10.3216105109,-26.3899900274
7.26,147.953230802,0.0,0.0,0.0
7.27,147.953230802,0.0,0.0,0.0
7.28,147.953230802,0.0,0.0,0.0
7.29,147.953230802,0.0,0.0,0.0
7.3,147.953230802,0.0,0.0,0.0
7.31,147.953230802,0.0,0.0,0.0
7.32,147.953230802,0.0,0.0,0.0
7.33,147.953230802,0.0,0.0,0.0
7.34,147.953230802,0.0,0.0,0.0
7.35,147.953230802,0.0,0.0,0.0
7.36,147.953230802,0.0,0.0,0.0
7.37,147.953230802,0.0,0.0,0.0
7.38,147.953230802,0.0,0.0,0.0
7.39,147.953230802,0.0,0.0,0.0
7.4,147.953230802,0.0,0.0,0.0
7.41,147.953230802,0.0,0.0,0.0
7.42,147.953230802,0.0,0.0,0.0
7.43,147.953230802,0.0,0.0,0.0
7.44,147.953230802,0.0,0.0,0.0
7.45,147.953230802,0.0,0.0,0.0
7.46,147.953230802,0.0,0.0,0.0
7.47,147.953230802,0.0,0.0,0.0
7.48,147.953230802,0.0,0.0,0.0
7.49,147.953230802,0.0,0.0,0.0
7.5,147.953230802,0.0,0.0,0.0
7.51,147.953230802,0.0,0.0,0.0
7.52,147.953230802,0.0,0.0,0.0
7.53,147.953230802,0.0,0.0,0.0
7.54,147.953230802,0.0,0.0,0.0
7.55,147.953230802,0.0,0.0,0.0
7.56,147.953230802,0.0,0.0,0.0
7.57,147.953230802,0.0,0.0,0.0
7.58,147.953230802,0.0,0.0,0.0
7.59,147.953230802,0.0,0.0,0.0
7.6,147.953230802,0.0,0.0,0.0
7.61,147.953230802,0.0,0.0,0.0
7.62,147.953230802,0.0,0.0,0.0
7.63,147.953230802,0.0,0.0,0.0
7.64,147.953230802,0.0,0.0,0.0
7.65,147.953230802,0.0,0.0,0.0
7.66,147.953230802,0.0,0.0,0.0
7.67,147.953230802,0.0,0.0,0.0
7.68,147.953230802,0.0,0.0,0.0
7.69,147.953230802,0.0,0.0,0.0
7.7,147.953230802,0.0,0.0,0.0
7.71,147.953230802,0.0,0.0,0.0
7.72,147.953230802,0.0,0.0,0.0
7.73,147.953230802,0.0,0.0,0.0
7.74,147.953230802,0.0,0.0,0.0
7.75,147.953230802,0.0,0.0,0.0
7.76,147.953230802,0.0,0.0,0.0
7.77,147.953230802,0.0,0.0,0.0
7.78,147.953230802,0.0,0.0,0.0
7.79,147.953230802,0.0,0.0,0.0
7.8,147.953230802,0.0,0.0,0.0
7.81,147.953230802,0.0,0.0,0.0
7.82,147.953230802,0.0,0.0,0.0
7.83,147.953230802,0.0,0.0,0.0
7.84,147.953230802,0.0,0.0,0.0
7.85,147.953230802,0.0,0.0,0.0
7.86,147.953230802,0.0,0.0,0.0
7.87,147.953230802,0.0,0.0,0.0
7.88,147.953230802,0.0,0.0,0.0
7.89,147.953230802,0.0,0.0,0.0
7.9,147.953230802,0.0,0.0,0.0
7.91,147.953230802,0.0,0.0,0.0
7.92,147.953230802,0.0,0.0,0.0
7.93,147.953230802,0.0,0.0,0.0
7.94,147.953230802,0.0,0.0,0.0
7.95,147.953230802,0.0,0.0,0.0
7.96,147.953230802,0.0,0.0,0.0
7.97,147.953230802,0.0,0.0,0.0
7.98,147.953230802,0.0,0.0,0.0
7.99,147.953230802,0.0,0.0,0.0
8.0,147.953230802,0.0,0.0,0.0
8.01,147.953230802,0.0,0.0,0.0
8.02,147.953230802,0.0,0.0,0.0
8.03,147.953230802,0.0,0.0,0.0
8.04,147.953230802,0.0,0.0,0.0
8.05,147.953230802,0.0,0.0,0.0
8.06,147.953230802,0.0,0.0,0.0
8.07,147.953230802,0.0,0.0,0.0
8.08,147.953230802,0.0,0.0,0.0
8.09,147.953230802,0.0,0.0,0.0
8.1,147.953230802,0.0,0.0,0.0
8.11,147.953230802,0.0,0.0,0.0
8.12,147.953230802,0.0,0.0,0.0
8.13,147.953230802,0.0,0.0,0.0
8.14,147.953230802,0.0,0.0,0.0
8.15,147.953230802,0.0,0.0,0.0
8.16,147.953230802,0.0,0.0,0.0
8.17,147.953230802,0.0,0.0,0.0
8.18,147.953230802,0.0,0.0,0.0
8.19,147.953230802,0.0,0.0,0.0
8.2,147.953230802,0.0,0.0,0.0
8.21,147.953230802,0.0,0.0,0.0
8.22,147.953230802,0.0,0.0,0.0
8.23,147.953230802,0.0,0.0,0.0
8.24,147.953230802,0.0,0.0,0.0
8.25,147.953230802,0.0,0.0,0.0
8.26,147.953230802,0.0,0.0,0.0
8.27,147.953230802,0.0,0.0,0.0
8.28,147.953230802,0.0,0.0,0.0
8.29,147.953230802,0.0,0.0,0.0
8.3,147.953230802,0.0,0.0,0.0
8.31,147.953230802,0.0,0.0,0.0
8.32,147.953230802,0.0,0.0,0.0
8.33,147.953230802,0.0,0.0,0.0
8.34,147.953230802,0.0,0.0,0.0
8.35,147.953230802,0.0,0.0,0.0
8.36,147.953230802,0.0,0.0,0.0
8.37,147.953230802,0.0,0.0,0.0
8.38,147.953230802,0.0,0.0,0.0
8.39,147.953230802,0.0,0.0,0.0
8.4,147.953230802,0.0,0.0,0.0
8.41,147.953230802,0.0,0.0,0.0
8.42,147.953230802,0.0,0.0,0.0
8.43,147.953230802,0.0,0.0,0.0
8.44,147.953230802,0.0,0.0,0.0
8.45,147.953230802,0.0,0.0,0.0
8.46,147.953230802,0.0,0.0,0.0
8.47,147.953230802,0.0,0.0,0.0
8.48,147.953230802,0.0,0.0,0.0
8.49,147.953230802,0.0,0.0,0.0
8.5,147.953230802,0.0,0.0,0.0
8.51,147.953230802,0.0,0.0,0.0
8.52,147.953230802,0.0,0.0,0.0
8.53,147.953230802,0.0,0.0,0.0
8.54,147.953230802,0.0,0.0,0.0
8.55,147.953230802,0.0,0.0,0.0
8.56,147.953230802,0.0,0.0,0.0
8.57,147.953230802,0.0,0.0,0.0
8.58,147.953230802,0.0,0.0,0.0
8.59,147.953230802,0.0,0.0,0.0
8.6,147.953230802,0.0,0.0,0.0
8.61,147.953230802,0.0,0.0,0.0
8.62,147.953230802,0.0,0.0,0.0
8.63,147.953230802,0.0,0.0,0.0
8.64,147.953230802,0.0,0.0,0.0
8.65,147.953230802,0.0,0.0,0.0
8.66,147.953230802,0.0,0.0,0.0
8.67,147.953230802,0.0,0.0,0.0
8.68,147.953230802,0.0,0.0,0.0
8.69,147.953230802,0.0,0.0,0.0
8.7,147.953230802,0.0,0.0,0.0
8.71,147.953230802,0.0,0.0,0.0
8.72,147.953230802,0.0,0.0,0.0
8.73,147.953230802,0.0,0.0,0.0
8.74,147.953230802,0.0,0.0,0.0
8.75,147.953230802,0.0,0.0,0.0
8.76,147.953230802,0.0,0.0,0.0
8.77,147.953230802,0.0,0.0,0.0
8.78,147.953230802,0.0,0.0,0.0
8.79,147.953230802,0.0,0.0,0.0
8.8,147.953230802,0.0,0.0,0.0
8.81,147.953230802,0.0,0.0,0.0
8.82,147.953230802,0.0,0.0,0.0
8.83,147.953230802,0.0,0.0,0.0
8.84,147.953230802,0.0,0.0,0.0
8.85,147.953230802,0.0,0.0,0.0
8.86,147.953230802,0.0,0.0,0.0
8.87,147.953230802,0.0,0.0,0.0
8.88,147.953230802,0.0,0.0,0.0
8.89,147.953230802,0.0,0.0,0.0
8.9,147.953230802,0.0,0.0,0.0
8.91,147.953230802,0.0,0.0,0.0
8.92,147.953230802,0.0,0.0,0.0
8.93,147.953230802,0.0,0.0,0.0
8.94,147.953230802,0.0,0.0,0.0
8.95,147.953230802,0.0,0.0,0.0
8.96,147.953230802,0.0,0.0,0.0
8.97,147.953230802,0.0,0.0,0.0
8.98,147.953230802,0.0,0.0,0.0
8.99,147.953230802,0.0,0.0,0.0
9.0,147.953230802,0.0,0.0,0.0
9.01,147.953230802,0.0,0.0,0.0
9.02,147.953230802,0.0,0.0,0.0
9.03,147.953230802,0.0,0.0,0.0
9.04,147.953230802,0.0,0.0,0.0
9.05,147.953230802,0.0,0.0,0.0
9.06,147.953230802,0.0,0.0,0.0
9.07,147.953230802,0.0,0.0,0.0
9.08,147.953230802,0.0,0.0,0.0
9.09,147.953230802,0.0,0.0,0.0
9.1,147.953230802,0.0,0.0,0.0
9.11,147.953230802,0.0,0.0,0.0
9.12,147.953230802,0.0,0.0,0.0
9.13,147.953230802,0.0,0.0,0.0
9.14,147.953230802,0.0,0.0,0.0
9.15,147.953230802,0.0,0.0,0.0
9.16,147.953230802,0.0,0.0,0.0
9.17,147.953230802,0.0,0.0,0.0
9.18,147.953230802,0.0,0.0,0.0
9.19,147.953230802,0.0,0.0,0.0
9.2,147.953230802,0.0,0.0,0.0
9.21,147.953230802,0.0,0.0,0.0
9.22,147.953230802,0.0,0.0,0.0
9.23,147.953230802,0.0,0.0,0.0
9.24,147.953230802,0.0,0.0,0.0
9.25,147.953230802,0.0,0.0,0.0
9.26,147.953230802,0.0,0.0,0.0
9.27,147.953230802,0.0,0.0,0.0
9.28,147.953230802,0.0,0.0,0.0
9.29,147.953230802,0.0,0.0,0.0
9.3,147.953230802,0.0,0.0,0.0
9.31,147.953230802,0.0,0.0,0.0
9.32,147.953230802,0.0,0.0,0.0
9.33,147.953230802,0.0,0.0,0.0
9.34,147.953230802,0.0,0.0,0.0
9.35,147.953230802,0.0,0.0,0.0
9.36,147.953230802,0.0,0.0,0.0
9.37,147.953230802,0.0,0.0,0.0
9.38,147.953230802,0.0,0.0,0.0
9.39,147.953230802,0.0,0.0,0.0
9.4,147.953230802,0.0,0.0,0.0
